0,381449
1,497054
1,183926
0,133788
1,199581
1,174881
1,364674
0,403528
0,497699
0,323779
0,341343
0,492630
0,376175
0,200061
1,247651
1,187514
0,237201
0,264286
0,198646
1,467895
1,158428
0,244913
1,132327
1,120885
0,255834
1,487902
0,394529
0,422940
1,496278
0,160490
1,135723
0,433846
1,121120
0,251408
1,354300
1,203073
0,340912
1,427148
1,380345
1,479517
0,272146
1,426660
0,220257
0,133862
1,264501
0,251772
1,284325
0,444164
0,146079
0,314273
0,367691
0,436805
1,467505
1,174461
0,280765
1,295681
0,214325
1,188707
1,117158
0,108010
0,414224
0,204128
1,246536
0,278825
0,483727
0,457033
0,255994
0,239888
1,294430
1,219009
0,115547
0,106613
0,379152
0,404966
0,330531
1,164010
1,376757
0,169850
0,208956
1,129679
1,211955
1,465597
1,349845
0,174193
1,262143
0,423717
1,287792
1,363277
1,346306
1,379594
1,111429
1,372820
1,108141
1,443292
0,201458
0,155984
1,319065
0,409389
1,457107
1,135986
1,445927
1,491928
0,109311
0,313893
0,413394
0,154822
1,135212
0,100305
0,488965
1,427624
1,321456
1,401113
0,108784
0,265368
1,250874
1,383679
0,258914
0,389500
0,420284
0,288511
1,181355
0,171197
0,364722
1,269244
1,153557
1,234245
0,201730
0,311644
0,454325
0,133374
1,401101
0,339319
0,207086
0,421578
0,300629
1,118968
0,391820
1,299506
0,116439
1,486942
0,328753
1,138632
1,402761
1,431914
0,287351
1,101176
1,494116
0,350380
1,293657
0,215322
1,478217
1,418481
0,353883
1,252478
1,298922
0,364699
1,180530
1,413192
1,134454
0,160646
0,244376
0,421302
1,445616
1,154077
0,383268
0,105840
1,136142
0,313400
1,386056
0,236648
1,123687
0,266455
0,423898
0,145759
0,202132
1,345404
0,494042
1,113436
1,147351
1,109712
1,383724
1,307177
0,293230
1,307253
0,235275
1,402274
1,330063
1,469295
1,102259
1,409203
1,453391
1,199290
1,430331
1,275233
0,398715
0,105727
1,194519
1,255328
1,478670
1,378991
1,205256
1,138467
1,144248
1,389308
0,413877
1,407441
1,375508
0,345987
1,295658
1,354999
1,117817
0,159287
1,277639
0,435605
1,191013
0,422944
0,352187
1,372132
1,468472
0,243515
0,162843
1,397695
0,115868
1,162890
0,192364
1,443094
1,188138
0,200135
0,391127
1,482754
1,159308
0,338334
0,393577
1,304745
1,159640
0,182532
0,190857
1,268738
0,177380
0,392014
1,184059
0,105683
1,101694
1,110258
0,331128
0,124739
0,156917
1,109309
1,403637
0,273944
11,14101
11,18364
20,10623
15,30728
11,21857
18,14927
18,19574
11,23378
13,15889
11,16132
18,12423
20,22235
18,26867
15,29735
10,29107
14,32113
15,30759
11,15723
11,27466
17,16244
20,23409
15,12173
20,16286
18,19598
18,18474
18,30930
15,11295
20,13739
10,17250
10,32524
18,13593
14,26810
14,22260
13,28322
19,29400
16,13325
16,30711
14,23602
10,31763
16,28339
16,28900
17,27398
11,30089
20,18645
10,13662
11,11583
11,21460
10,21551
13,16592
16,10212
20,25773
17,15385
20,23501
15,29678
10,11418
18,20980
12,13493
19,18707
16,15870
11,13437
19,20436
17,16493
12,32024
18,30347
16,20346
20,18063
13,14164
11,23754
16,25360
14,31224
11,10971
12,14157
12,19468
12,17288
19,29349
18,30552
16,32344
15,15904
11,17442
15,19357
16,24716
12,29558
11,17791
14,28271
18,21118
16,30463
19,28520
15,18845
15,16538
16,11812
11,14643
15,28907
19,31674
17,21562
14,29040
19,28490
19,15479
12,32340
10,27569
13,23735
10,23899
10,26805
14,11542
16,28066
19,30286
16,21363
16,25145
10,28968
12,20042
14,25177
15,31198
10,31665
16,10686
16,30625
15,27552
10,14962
20,27942
10,17585
10,23385
16,17948
18,12907
20,11109
17,31188
17,24083
14,15960
14,10842
19,29397
15,29663
13,29119
20,28464
15,32348
20,29314
12,29803
15,12120
19,32326
12,32138
10,12204
13,10869
11,29474
18,30401
10,16524
19,21843
16,32667
16,11061
10,16529
19,12423
16,32681
18,26810
14,28333
15,11780
13,15444
17,29197
15,13106
13,10344
11,12366
11,28415
17,19411
12,15295
16,11451
18,26543
12,32509
11,20870
14,26477
12,32739
16,27972
17,23359
13,18450
14,22329
18,15892
10,26612
17,25184
10,27688
15,17475
13,10895
16,23745
11,23933
12,16445
13,10109
20,26259
12,27615
13,20266
18,32150
18,21751
15,16541
11,29161
14,19016
13,25489
18,28571
15,31813
19,17854
20,12552
20,26608
12,21222
16,31598
17,16404
17,23279
14,22604
11,25861
19,28940
19,18719
19,17739
19,31672
18,25402
10,27941
19,28401
20,31263
18,24116
16,28319
13,19535
16,31327
18,20759
19,12749
12,13419
19,13975
11,15614
17,17514
17,17218
10,23358
12,28492
12,10223
13,27450
11,21671
20,26436
15,10316
19,12582
15,32592
20,30959
18,23965
13,28406
14,15585
13,25999
10,32860
19,16974
12,32838
16,24245
13,22054
13,10677
13,10280
14,30701
14,19441
12,10708
18,18190
12,26793
10,10710
13,10474
15,31992
11,29425
16,13557
20,14070
15,31428
